"","Sample_3TR","Sample_9TR","Sample_21TR","Sample_24TR","Sample_31TR","Sample_32TR","Sample_38TR","Sample_41TR","Sample_43TR","Sample_49TR","Sample_50TR"
"chr1:805799|810170",49,19,12,69,91,9,0,65,51,26,29
"chr4:13376545|13426354",0,0,0,0,0,4,0,0,0,0,8
"chr4:15541508|15570860",0,0,0,0,0,3,0,0,0,0,0
"chr4:15555072|15559257",0,0,0,0,0,3,0,0,0,0,0
"chr4:17909094|18009978",0,0,0,0,0,3,0,0,0,0,0
"chr4:20491761|20525172",6,0,0,0,0,4,0,0,0,0,0
"chr4:20716107|20727397",0,0,0,0,0,2,0,0,0,0,0
"chr4:25333183|25345620",0,0,0,0,0,5,0,0,0,0,0
"chr4:25388550|25390978",0,0,0,0,0,4,0,0,0,0,0
"chr4:26620613|26659707",0,12,0,0,0,6,0,0,0,0,16
"chr4:26666333|26764737",0,0,0,0,0,5,0,0,0,0,0
"chr4:26717933|26753890",18,0,6,8,0,10,0,0,0,3,23
"chr4:36164914|36178005",0,0,0,0,0,5,0,0,0,0,0
"chr4:36210390|36229645",0,0,0,0,0,5,0,0,0,0,0
"chr4:38020591|38042808",0,0,0,0,0,3,0,0,0,0,0
"chr4:38035588|38045903",3,0,0,0,0,5,0,0,0,6,0
"chr4:38049618|38103157",0,0,0,0,0,8,0,0,0,0,0
"chr4:38054199|38115954",0,0,0,5,0,7,0,0,0,12,0
"chr4:38878071|38922893",0,0,0,0,0,9,0,0,0,0,0
"chr4:38931451|38935790",0,0,0,0,0,3,0,0,0,0,0
"chr4:38945162|38945491",0,0,0,0,0,8,0,0,0,0,0
"chr4:39215851|39217729",0,0,0,0,0,5,0,0,0,0,0
"chr4:39866861|39890364",0,0,0,0,0,5,0,0,0,0,0
"chr4:39874289|39877153",38,0,0,0,0,11,0,0,0,0,0
"chr4:39910244|39925933",0,0,0,0,0,10,0,16,0,0,0
"chr4:40544422|40594360",0,0,0,0,0,2,0,0,0,0,0
"chr4:40825887|40830577",0,0,0,0,0,14,0,0,0,0,0
"chr4:41013583|41177690",0,0,0,0,0,5,0,0,0,0,0
"chr4:41967489|41981843",0,0,0,0,0,7,0,0,0,0,0
"chr4:47641915|47683838",0,0,0,0,0,3,0,0,0,0,0
"chr4:47641920|47645194",0,0,0,0,0,6,0,0,0,0,0
"chr4:47645081|47678054",0,0,0,0,0,7,0,0,0,0,0
"chr4:47661711|47683838",0,0,0,7,0,8,0,8,0,0,7
"chr4:47875127|47890703",3,0,0,0,0,11,0,0,0,0,0
"chr4:47885498|47885999",0,0,0,0,0,3,0,0,0,0,0
"chr4:48570827|48576222",0,0,0,0,0,5,0,0,0,0,0
"chr4:51848205|51899378",7,0,0,0,0,6,0,0,0,0,0
"chr4:51860543|51877854",5,0,0,0,0,10,0,0,0,0,0
"chr4:51860543|51886638",0,0,0,0,0,4,0,0,0,0,0
"chr4:53383773|53453133",0,0,0,0,0,4,0,0,0,0,0
"chr4:53573623|53591515",0,0,0,3,0,7,0,0,0,13,0
"chr4:55098697|55107893",0,0,0,0,0,4,0,0,0,0,0
"chr4:55448779|55456300",0,0,0,0,0,2,0,0,0,0,0
"chr4:56011412|56024614",0,0,0,0,0,3,0,0,0,0,0
"chr4:56451872|56453761",0,0,0,0,0,6,0,0,0,0,0
"chr4:61909560|61948276",0,0,0,0,0,7,0,0,0,0,0
"chr4:61996291|62044549",19,0,0,0,0,10,0,0,0,0,0
"chr4:67662189|67682213",0,0,0,0,0,4,0,0,0,0,0
"chr4:75448423|75455855",0,0,0,0,0,6,0,0,0,0,0
"chr4:75964135|75982037",0,0,0,9,0,5,0,0,0,6,7
"chr4:76644821|76647727",0,0,0,0,0,5,0,0,0,0,0
"chr4:78573180|78604399",0,0,0,0,0,2,0,0,0,0,0
"chr4:78826037|78865720",0,0,0,0,0,3,0,10,0,0,0
"chr4:79044975|79105870",0,0,0,0,0,4,0,0,0,0,0
"chr4:79085227|79171440",0,0,0,0,0,6,0,0,0,0,0
"chr4:79977621|80018976",0,0,0,0,0,11,0,19,0,0,0
"chr4:80335744|80362884",0,0,0,0,0,4,0,0,0,0,0
"chr4:82354049|82359639",0,0,0,0,0,3,0,0,0,0,0
"chr4:82447920|82457038",0,0,0,0,0,4,0,0,0,0,0
"chr4:82844386|82848977",9,0,0,0,0,14,0,0,0,0,10
"chr4:82874611|82880922",0,0,0,0,0,5,0,0,0,0,0
"chr4:83470203|83482244",8,0,0,8,0,3,0,0,0,0,0
"chr4:84688086|84696823",0,0,0,0,0,3,0,0,0,0,0
"chr4:84695970|84705511",0,0,0,0,0,2,0,0,0,6,0
"chr4:86119984|86120601",0,0,0,0,0,2,0,0,0,0,0
"chr4:86693587|86751124",5,0,0,0,0,9,0,0,0,0,0
"chr4:87046166|87069169",0,0,0,0,0,3,0,0,0,0,0
"chr4:88398108|88405613",0,0,0,0,0,4,0,0,0,0,0
"chr4:88906379|88952394",0,0,0,0,0,8,0,0,0,0,0
"chr4:88906379|89029649",0,0,0,0,0,8,0,0,0,2,0
"chr4:88949326|88991150",0,0,0,0,0,4,0,0,0,0,0
"chr4:88990973|89029649",0,0,0,0,0,11,0,0,0,0,0
"chr4:89008951|89020669",0,0,0,0,0,3,0,0,0,0,0
"chr4:94264707|94285069",0,0,0,0,0,5,0,0,0,0,0
"chr4:94654460|94664035",0,0,0,0,0,10,0,0,0,0,0
"chr4:94657482|94664035",0,0,0,0,0,5,0,0,0,0,0
"chr4:94701756|94736600",0,0,0,0,0,5,0,0,0,0,0
"chr4:94824382|94899050",0,0,0,0,0,3,0,0,0,0,0
"chr4:99041043|99045310",0,0,0,0,0,8,0,0,0,3,4
"chr4:99074914|99076923",0,0,0,0,0,9,0,13,0,0,0
"chr4:101080532|101109078",0,0,14,0,0,9,0,0,0,7,3
"chr4:101098367|101109078",0,6,0,0,0,5,0,0,0,0,0
"chr4:101195916|101250940",0,0,0,0,0,6,0,0,0,0,0
"chr4:102580535|102601009",0,0,0,0,0,5,0,0,0,0,0
"chr4:102689574|102690771",0,0,0,0,0,8,0,0,0,0,0
"chr4:102714438|102716145",0,0,0,0,0,3,0,0,0,0,0
"chr4:102932124|102949327",0,0,0,0,0,4,0,0,0,0,0
"chr4:105396249|105434161",0,0,0,12,0,6,0,0,0,5,0
"chr4:106116203|106242409",0,0,0,0,0,10,0,0,0,0,0
"chr4:106171095|106220712",0,0,0,0,0,3,0,0,0,0,0
"chr4:109362752|109396279",0,0,0,0,0,11,0,10,0,5,0
"chr4:109462901|109494856",0,0,0,0,0,3,0,0,0,0,0
"chr4:109473004|109494856",0,0,3,0,0,8,0,0,0,0,0
"chr4:113264897|113274649",3,0,2,0,0,9,0,0,0,0,0
"chr4:118764802|118797810",0,0,0,0,0,6,0,0,0,0,0
"chr4:119164211|119186527",0,0,0,0,0,6,0,0,0,0,0
"chr4:119259820|119269837",0,0,0,7,0,6,0,0,0,0,0
"chr4:119493333|119497903",0,0,0,0,0,4,0,0,0,0,0
"chr4:121669602|121678494",0,0,0,0,0,7,0,0,0,0,0
"chr4:122190000|122201126",3,4,0,0,0,3,0,0,0,0,11
"chr4:122201009|122211095",0,0,0,0,0,4,0,0,0,0,0
"chr4:123256016|123314223",0,0,0,0,0,4,0,0,0,0,0
"chr4:124500896|124543710",0,0,0,0,0,9,0,0,0,6,9
"chr4:125479741|125481738",0,0,0,0,0,8,0,0,0,0,0
"chr4:127669039|127687867",0,0,0,0,0,7,0,0,0,0,0
"chr4:127982939|127989821",0,0,9,7,0,3,0,0,0,0,0
"chr4:128008920|128012294",0,0,0,0,0,4,0,0,0,0,0
"chr4:128008920|128020169",0,0,0,0,0,3,0,0,0,0,0
"chr4:128074460|128098330",0,0,0,0,0,11,0,0,0,0,0
"chr4:129039041|129083183",0,0,0,0,0,4,0,0,0,0,0
"chr4:139058669|139116807",0,0,0,0,0,4,0,0,0,0,0
"chr4:139067684|139073567",4,0,0,0,0,9,0,17,0,0,0
"chr4:139943538|139944168",0,0,0,0,0,5,0,0,0,0,0
"chr4:140676894|140701614",0,0,0,0,0,8,0,0,0,0,0
"chr4:142193087|142238011",0,0,0,0,0,3,0,0,0,0,0
"chr4:142654587|142655425",0,0,0,0,0,5,0,0,0,0,0
"chr4:143415477|143433716",3,0,5,0,0,4,0,0,0,0,0
"chr4:145885678|145903215",0,0,6,0,0,3,0,0,0,5,8
"chr4:145902166|145903215",0,0,0,0,0,7,0,0,0,0,0
"chr4:146305926|146308975",0,0,0,0,0,4,0,0,0,9,0
"chr4:147002234|147004178",0,0,0,0,0,4,0,0,0,0,0
"chr4:147695508|147696091",0,0,0,0,0,5,0,0,0,0,0
"chr4:147854676|147955374",0,0,0,0,0,4,0,0,0,0,0
"chr4:147909732|147955374",0,0,0,0,0,6,0,0,0,0,0
"chr4:147939825|148023413",19,0,6,3,0,6,0,0,0,2,0
"chr4:147955316|147966839",0,0,0,0,0,3,0,0,0,0,0
"chr4:148063148|148064507",0,0,0,0,0,6,0,0,0,0,0
"chr4:148063148|148072179",11,0,0,0,0,5,0,0,0,0,0
"chr4:150806271|150849575",0,0,0,0,0,4,0,0,0,0,0
"chr4:150867671|150893149",0,0,0,5,0,3,0,0,0,0,0
"chr4:151148077|151159304",0,0,0,0,0,5,0,0,0,0,0
"chr4:153581407|153586379",0,0,0,0,0,11,0,0,0,0,0
"chr4:153593799|153598732",0,0,3,0,0,5,0,0,0,0,0
"chr4:155696806|155703993",0,0,0,0,0,2,0,0,0,0,0
"chr4:158684592|158690425",0,0,0,0,0,2,0,0,0,0,0
"chr4:165305608|165310750",0,0,0,5,0,3,0,0,0,0,0
"chr4:165994381|166008048",0,0,0,0,0,2,0,0,0,0,0
"chr4:166007943|166025431",0,0,0,0,0,3,0,0,0,0,0
"chr4:168236252|168237795",8,0,6,0,0,6,0,0,0,0,5
"chr4:169479403|169556095",0,0,0,0,0,3,0,0,0,0,0
"chr4:173391173|173391428",0,0,0,0,0,6,0,0,0,0,0
"chr4:176149807|176151967",6,0,0,3,0,4,0,0,0,0,8
"chr4:183663847|183697835",0,0,0,0,0,5,0,0,0,0,0
"chr4:184009158|184011635",0,0,0,0,0,3,0,0,0,0,0
"chr4:184657082|184666064",0,0,0,0,0,3,0,0,0,0,0
"chr4:185175786|185176051",13,0,6,6,0,12,0,23,0,31,0
"chr4:185614831|185649656",0,0,0,0,0,2,0,0,0,0,0
"chr4:186149173|186149704",0,0,0,0,0,2,0,0,0,6,0
"chr4:187305552|187307269",8,0,13,0,0,8,0,0,0,0,0
"chr4:189056276|189056856",0,0,0,0,0,10,0,0,0,0,0
"chr5:5441112|5444326",2,0,0,10,0,2,0,0,0,3,0
"chr5:7766687|7773101",0,0,0,0,0,8,0,0,0,0,0
"chr5:9190267|9226967",0,0,0,0,0,7,0,0,0,0,0
"chr5:9337713|9380023",0,0,0,0,0,10,0,0,0,0,0
"chr5:14270825|14280436",0,0,0,0,0,5,0,0,0,0,0
"chr5:14280322|14316743",0,0,0,0,0,2,0,0,0,2,0
"chr5:14297072|14336727",6,0,0,0,0,11,0,0,0,0,11
"chr5:15580620|15620953",0,0,0,0,0,2,0,0,0,0,0
"chr5:21491321|21501826",0,0,0,0,0,12,0,0,0,0,14
"chr5:31429475|31451640",20,0,0,0,0,6,0,0,0,0,0
"chr5:31435765|31451640",0,0,0,0,0,2,0,0,0,0,0
"chr5:32419821|32421654",0,0,0,0,0,6,0,0,0,0,0
"chr5:35068216|35072744",0,0,0,0,0,5,0,0,0,0,0
"chr5:37079593|37105272",0,0,0,0,0,4,0,0,0,0,0
"chr5:37125244|37148268",0,0,0,0,0,11,0,0,0,0,0
"chr5:38350501|38370462",0,4,6,0,0,8,0,0,0,0,5
"chr5:38493606|38511964",0,0,0,0,0,6,0,0,0,0,0
"chr5:41927013|41929917",0,0,0,0,0,15,0,12,0,3,0
"chr5:52922777|52939944",0,0,2,0,0,4,0,0,0,0,0
"chr5:55619400|55620126",6,0,0,5,0,7,0,0,0,0,0
"chr5:55645789|55672695",0,0,0,0,0,6,0,0,0,0,0
"chr5:58989755|58993465",0,0,0,0,0,9,0,0,0,0,0
"chr5:60787334|60819446",0,0,0,0,0,3,0,0,0,0,0
"chr5:62352588|62355254",0,0,5,0,0,5,0,0,0,4,0
"chr5:62361242|62363899",0,0,0,0,0,3,0,0,0,0,0
"chr5:62483101|62515501",0,0,0,0,0,3,0,0,0,0,0
"chr5:62487771|62530785",0,0,0,0,0,3,0,0,0,0,0
"chr5:62526142|62551336",0,0,0,0,0,6,0,0,0,0,0
"chr5:62526142|62561257",0,0,0,0,0,7,0,0,0,0,0
"chr5:64941740|64978171",0,0,0,0,0,7,0,0,0,0,0
"chr5:65780179|65785910",0,10,0,0,0,9,0,0,0,0,7
"chr5:66021293|66038482",0,0,0,0,0,2,0,0,0,0,0
"chr5:69191795|69195791",0,0,0,0,0,5,0,0,0,0,0
"chr5:69300012|69311204",0,0,0,0,0,2,0,0,0,0,0
"chr5:69355649|69366595",0,0,6,0,0,6,0,0,0,10,0
"chr5:71548682|71549606",0,0,0,0,0,9,0,0,0,0,0
"chr5:71592926|71599760",0,0,0,0,0,2,0,0,0,4,0
"chr5:72335018|72343036",0,0,0,0,0,17,0,0,0,0,0
"chr5:73006445|73052507",0,0,0,0,0,4,0,0,0,0,0
"chr5:73034657|73087753",0,0,0,0,0,5,0,0,0,0,0
"chr5:73051349|73063944",0,0,0,0,0,2,0,0,0,0,0
"chr5:74733022|74741609",0,0,0,0,0,3,0,0,0,0,0
"chr5:76441393|76462314",7,0,0,0,0,9,0,0,0,0,0
"chr5:78415520|78459362",0,0,0,0,0,6,0,0,0,3,0
"chr5:79029904|79055908",0,0,0,0,0,8,0,0,0,0,0
"chr5:79619612|79623355",0,0,0,0,0,10,0,21,0,0,0
"chr5:80150882|80166478",0,0,0,0,0,8,0,0,0,0,0
"chr5:80678927|80761678",0,0,0,0,0,5,0,0,0,0,0
"chr5:81440558|81467041",0,0,0,0,0,2,0,0,0,0,0
"chr5:81461055|81650339",0,0,7,0,0,5,0,0,0,0,0
"chr5:81987559|82077799",0,0,0,0,0,6,0,0,0,0,0
"chr5:83104910|83111203",0,0,0,0,0,8,0,0,0,0,0
"chr5:88220590|88240916",0,0,5,0,0,6,0,0,0,0,0
"chr5:88905209|89095029",0,0,0,0,0,6,0,0,0,0,0
"chr5:89072994|89095029",0,0,0,0,0,2,0,0,0,0,0
"chr5:94868333|94924021",3,0,4,0,0,22,0,11,0,0,0
"chr5:95498370|95507011",0,0,0,0,0,5,0,0,0,0,0
"chr5:95900693|95919545",0,0,0,0,0,2,0,0,0,0,0
"chr5:96729153|96737947",0,0,13,0,0,3,0,0,0,0,0
"chr5:97013648|97028612",0,0,0,0,0,13,0,0,0,0,14
"chr5:97656244|97670684",3,0,0,0,0,6,0,0,0,0,0
"chr5:97668551|97670684",0,0,0,0,0,5,0,0,0,0,0
"chr5:103129306|103133648",0,0,0,0,0,6,0,0,0,0,0
"chr5:108718741|108746095",0,0,0,0,0,2,0,0,0,0,0
"chr5:108883396|108959347",6,0,0,6,0,8,0,24,0,0,7
"chr5:109729342|109774965",0,0,0,0,0,2,0,3,0,0,0
"chr5:112766326|112767390",3,0,0,0,0,16,0,0,0,2,0
"chr5:112766326|112792529",0,0,8,0,0,8,0,0,0,2,0
"chr5:115189809|115210298",0,0,0,0,0,3,0,0,0,0,0
"chr5:116298247|116303683",0,0,0,0,0,8,0,0,0,0,5
"chr5:119456315|119479021",0,0,0,0,0,4,0,0,0,0,0
"chr5:122838757|122946159",0,0,0,0,0,6,0,0,0,0,0
"chr5:123588068|123604830",0,0,0,0,0,5,0,0,0,0,0
"chr5:126469677|126477787",0,0,0,0,0,11,0,0,0,0,0
"chr5:126804776|126811898",0,0,0,0,0,15,0,20,0,0,0
"chr5:126914930|126918227",0,0,0,0,0,9,0,0,0,0,0
"chr5:128344385|128345584",0,0,0,0,0,7,0,0,0,0,0
"chr5:128392018|128466123",0,0,0,0,0,3,0,0,0,0,0
"chr5:128408674|128466123",0,0,0,0,0,10,0,0,0,0,0
"chr5:129526284|129551907",10,0,0,0,0,6,0,0,0,8,0
"chr5:129527748|129622348",0,0,0,0,0,4,0,0,0,0,0
"chr5:131390993|131393491",0,0,0,0,0,4,0,0,0,0,0
"chr5:131453054|131456012",0,0,0,0,0,4,0,0,0,0,0
"chr5:131698917|131706546",0,0,0,0,0,2,0,0,0,0,0
"chr5:132192948|132195480",0,0,0,0,0,2,0,0,0,0,0
"chr5:132591224|132595810",0,0,0,0,0,9,0,0,0,0,0
"chr5:134302590|134321903",8,0,0,0,0,3,0,0,0,6,0
"chr5:134380719|134393891",0,0,0,0,0,6,0,0,0,0,9
"chr5:136054006|136060864",0,0,0,0,0,10,0,0,0,0,0
"chr5:137040000|137067829",0,0,0,0,0,2,0,0,0,0,0
"chr5:137658131|137709856",0,0,0,0,0,4,0,0,0,0,0
"chr5:137658131|137720584",0,0,0,0,0,3,0,0,0,0,0
"chr5:137677545|137720584",0,0,0,0,0,4,0,0,0,0,0
"chr5:137985257|137992879",0,0,0,0,0,7,0,0,0,0,0
"chr5:137985257|138011149",0,0,5,0,0,3,0,0,0,0,0
"chr5:138191474|138192657",0,0,0,0,0,11,0,0,0,0,7
"chr5:139414064|139439492",0,0,0,0,0,5,0,0,0,0,0
"chr5:140438461|140449305",8,0,0,0,0,5,0,0,0,6,0
"chr5:140537338|140542281",0,4,0,0,0,3,0,0,0,0,0
"chr5:142137734|142144676",0,0,0,0,0,3,0,0,0,0,0
"chr5:142885298|142913293",0,0,0,0,0,12,0,38,0,0,0
"chr5:143282568|143314168",0,3,0,0,0,3,0,0,0,0,0
"chr5:145764931|145826200",19,0,0,0,0,4,0,13,0,0,9
"chr5:150060862|150061849",0,0,0,0,0,3,0,0,0,0,0
"chr5:150730631|150733475",0,0,5,0,0,6,0,0,0,0,0
"chr5:154029489|154034946",4,0,0,6,0,12,0,0,0,5,0
"chr5:154902539|154904629",0,0,0,0,0,8,0,0,0,0,0
"chr5:156329534|156508702",0,0,0,0,0,3,0,0,0,0,0
"chr5:156447949|156647536",0,0,0,0,0,7,0,0,0,0,0
"chr5:156948416|156949731",0,0,0,0,0,11,0,0,0,0,0
"chr5:157241646|157244478",0,0,0,0,0,8,0,39,0,0,0
"chr5:157507056|157537991",0,0,0,0,0,3,0,0,0,0,0
"chr5:157518823|157530883",0,0,0,0,0,2,0,0,0,0,10
"chr5:157519839|157537991",0,0,0,0,0,5,0,0,0,0,0
"chr5:157805866|157817547",0,0,0,0,0,4,0,0,0,0,0
"chr5:157813063|157817547",0,0,0,0,0,3,0,0,0,0,0
"chr5:158796345|158840110",0,0,0,0,0,9,0,0,0,0,0
"chr5:160080651|160094065",0,0,0,0,0,6,0,0,0,0,3
"chr5:168488602|168492847",13,0,0,14,0,7,0,25,0,6,0
"chr5:168557423|168559157",0,0,0,0,0,4,0,0,0,0,0
"chr5:168559032|168564065",0,0,0,0,0,4,0,0,0,0,0
"chr5:168563889|168568998",0,0,0,0,0,6,0,0,0,0,0
"chr5:170383679|170385471",0,0,0,0,0,8,0,0,0,0,0
"chr5:171171233|171205612",6,0,0,0,0,5,0,0,0,0,0
"chr5:176270391|176313845",0,0,0,0,0,4,0,0,0,0,0
"chr5:177041126|177064601",0,0,3,0,0,5,0,0,0,0,0
"chr5:177246678|177251853",0,0,0,0,0,2,0,0,0,0,0
"chr5:177248181|177260168",0,0,0,0,0,8,0,0,0,0,0
"chr5:177490870|177492677",0,0,0,0,0,7,0,0,0,0,0
"chr5:177492405|177496523",0,0,0,0,0,6,0,0,0,0,0
"chr5:177537873|177539042",6,0,0,2,0,6,0,0,0,5,0
"chr5:179538974|179540832",0,0,0,0,0,7,0,0,0,3,0
"chr5:179716105|179720560",0,0,0,4,0,10,0,0,0,0,0
"chr5:179852020|179853437",0,0,0,0,0,12,0,0,0,0,0
"chr5:181239487|181242345",0,0,0,0,0,3,0,0,0,0,0
"chr6:2360544|2399037",0,0,0,0,0,3,0,0,0,0,0
"chr6:2397221|2434505",0,0,0,0,0,7,0,9,0,0,0
"chr6:2895391|2898073",0,0,0,0,0,6,0,0,0,0,0
"chr6:4993565|4998841",0,0,0,0,0,6,0,0,0,0,0
"chr6:7176655|7182082",0,4,15,0,0,2,0,0,0,0,4
"chr6:7861451|7862498",0,0,0,0,0,5,0,0,0,0,0
"chr6:10728640|10730849",10,0,0,0,0,3,0,0,0,0,0
"chr6:10740717|10740857",0,0,0,0,0,3,0,0,0,0,0
"chr6:10893867|10898115",0,0,0,0,0,6,0,0,0,0,0
"chr6:10955116|10963843",0,0,0,0,0,8,0,0,0,0,0
"chr6:16657776|16754091",0,0,4,0,0,9,0,0,0,5,0
"chr6:17540973|17543143",0,0,0,0,0,4,0,0,0,0,0
"chr6:17637153|17640064",0,0,0,0,0,4,0,12,0,0,0
"chr6:18161327|18166378",0,0,0,0,0,10,0,0,0,0,0
"chr6:21773892|21909603",0,0,0,0,0,7,0,0,0,0,0
"chr6:22020339|22020542",13,0,2,0,0,3,0,0,0,0,5
"chr6:24705726|24708911",0,0,0,0,0,5,0,0,0,0,0
"chr6:24830509|24848154",0,0,0,0,0,6,0,0,0,0,0
"chr6:24842862|24875817",0,0,0,0,0,7,0,0,0,0,0
"chr6:24860973|24873799",0,0,0,0,0,9,0,0,0,0,0
"chr6:25966335|25973285",0,0,0,0,0,2,0,0,0,0,0
"chr6:25971872|25983555",0,0,0,0,0,5,0,0,0,0,0
"chr6:25971875|25983555",0,0,0,0,0,3,0,0,0,0,0
"chr6:30013346|30021761",0,0,0,0,0,8,0,0,0,0,0
"chr6:30659472|30660242",0,0,0,0,0,5,0,0,0,5,0
"chr6:30740158|30740798",0,0,0,0,0,9,0,0,0,0,0
"chr6:31271073|31355592",0,0,254,439,0,207,0,0,0,0,0
"chr6:32056586|32061720",0,0,0,0,0,13,0,0,0,0,0
"chr6:32976250|32976936",0,0,0,0,0,9,0,0,0,0,0
"chr6:32976250|32977570",0,0,0,0,0,4,0,0,0,0,0
"chr6:34821653|34834861",0,0,0,0,0,5,0,0,0,0,0
"chr6:34967239|34970166",0,0,0,0,0,3,0,0,0,0,3
"chr6:35083417|35084258",0,0,0,0,0,3,0,0,0,0,0
"chr6:35231725|35233301",0,0,0,0,0,7,0,0,0,0,0
"chr6:35597248|35637158",0,0,0,0,0,6,0,0,0,0,0
"chr6:36499873|36521817",0,0,0,0,0,6,0,0,0,0,0
"chr6:36539261|36540204",0,0,0,0,0,3,0,0,0,0,0
"chr6:37218426|37219041",0,3,0,3,0,2,0,13,0,0,0
"chr6:37368484|37377033",0,0,0,0,0,5,0,0,0,0,0
"chr6:37458612|37459684",0,0,10,0,0,4,0,0,0,0,0
"chr6:37929959|38082457",0,0,4,0,0,5,0,0,0,0,13
"chr6:38061593|38062525",9,0,0,0,0,7,0,0,0,0,0
"chr6:38256409|38288461",7,0,2,7,0,8,0,0,0,9,4
"chr6:41090204|41093085",0,0,0,0,0,5,0,0,0,0,0
"chr6:41215762|41217994",0,0,0,0,0,4,0,0,0,0,0
"chr6:41689731|41691235",0,0,0,0,0,2,0,0,0,0,0
"chr6:41840893|41891875",0,0,0,3,0,14,0,0,0,0,0
"chr6:41871564|41909522",0,0,0,0,0,3,0,0,0,0,0
"chr6:42592151|42606651",0,0,0,0,0,7,0,0,0,0,0
"chr6:42632805|42658133",0,0,0,0,0,3,0,0,0,0,0
"chr6:42673791|42676873",0,0,0,0,0,2,0,0,0,0,0
"chr6:42822018|42830172",0,0,0,0,0,2,0,0,0,0,5
"chr6:43525839|43528205",0,0,0,0,0,9,0,0,0,3,0
"chr6:43527634|43534007",0,0,0,0,0,4,0,0,0,0,0
"chr6:43533907|43551453",27,0,0,0,0,8,0,0,0,0,0
"chr6:44136349|44139759",9,0,0,0,0,3,0,0,0,0,0
"chr6:45102815|45106006",0,0,0,0,0,3,0,0,0,0,0
"chr6:47503280|47533755",0,5,0,0,0,19,0,0,0,12,8
"chr6:47544606|47554766",0,0,0,0,0,2,0,0,0,0,0
"chr6:56492934|56498053",0,0,0,0,0,5,0,0,0,2,0
"chr6:57526955|57537625",0,0,0,0,0,9,0,0,0,0,0
"chr6:57526955|57606457",0,0,0,0,0,3,0,0,0,0,0
"chr6:57532411|57537625",3,0,0,0,0,6,0,0,0,10,6
"chr6:57532411|57606457",0,0,9,0,0,2,0,0,0,0,0
"chr6:69014038|69076038",13,0,0,0,0,3,0,0,0,0,0
"chr6:70426570|70452571",0,0,0,0,0,10,0,0,0,7,0
"chr6:70533160|70538401",3,0,0,5,0,7,0,0,0,0,0
"chr6:73440209|73440445",11,0,2,0,0,4,0,0,0,3,0
"chr6:73479732|73482244",0,0,0,0,0,4,0,0,0,0,0
"chr6:73610400|73644603",0,0,0,0,0,2,0,0,0,0,0
"chr6:73730344|73736508",0,0,0,0,0,7,0,0,0,0,0
"chr6:75621532|75647801",0,7,0,0,0,13,0,22,0,2,0
"chr6:75647731|75663518",0,0,0,0,0,3,0,0,0,0,0
"chr6:75822782|75832947",0,0,0,5,0,7,0,0,0,0,11
"chr6:75840585|75841378",8,0,0,0,0,6,0,0,0,0,0
"chr6:79015082|79019159",0,0,0,0,0,6,0,0,0,0,0
"chr6:79513212|79513741",0,0,0,0,0,6,0,0,0,0,0
"chr6:80127547|80171390",0,0,0,0,0,5,0,0,0,0,0
"chr6:82194479|82200708",0,0,0,0,0,3,0,0,0,0,0
"chr6:82212707|82220713",5,0,0,0,0,3,0,0,0,0,0
"chr6:82214227|82231842",0,0,0,0,0,9,0,0,0,4,0
"chr6:83151883|83154241",0,0,0,0,0,9,0,0,0,0,0
"chr6:83170305|83172059",0,0,0,0,0,3,0,0,0,0,0
"chr6:85507233|85543760",0,0,0,0,0,5,0,0,0,0,5
"chr6:85517756|85528362",0,0,0,0,0,4,0,0,0,0,0
"chr6:86016169|86116879",0,0,8,0,0,6,0,0,0,0,0
"chr6:87530784|87548646",0,0,0,0,0,5,0,0,0,0,0
"chr6:87605917|87609229",0,0,0,0,0,4,0,0,0,0,0
"chr6:88890495|88929267",0,0,0,0,0,2,0,0,0,0,0
"chr6:89083753|89085238",0,0,0,0,0,2,0,0,0,0,0
"chr6:89572120|89603127",0,0,0,0,0,4,0,0,0,0,0
"chr6:98880553|98927822",0,0,0,0,0,2,0,0,0,0,0
"chr6:99406031|99408271",0,0,0,0,0,8,0,0,0,0,0
"chr6:99406031|99412739",0,0,0,0,0,7,0,0,0,0,0
"chr6:99464604|99476230",0,0,0,0,0,4,0,0,0,0,0
"chr6:100766565|100800504",0,0,0,0,0,5,0,0,0,0,0
"chr6:100766565|100806070",0,0,0,0,0,7,0,0,0,0,0
"chr6:104744160|104772074",0,0,0,0,0,3,0,0,0,0,0
"chr6:104744160|104785319",12,0,3,0,0,5,0,0,0,0,0
"chr6:106201972|106293106",0,0,0,0,0,5,0,0,0,0,0
"chr6:107904629|107913427",0,0,0,0,0,5,0,0,0,0,0
"chr6:108355654|108402054",0,0,0,6,0,8,0,0,0,0,0
"chr6:108447214|108522421",0,0,0,0,0,6,0,0,0,0,0
"chr6:108894467|108904405",0,0,0,0,0,11,0,0,0,0,0
"chr6:109715078|109785028",0,0,0,0,0,2,0,0,0,0,0
"chr6:109784970|109796851",0,0,0,0,0,2,0,0,0,0,0
"chr6:110960414|110962505",15,0,0,0,0,22,0,0,0,9,14
"chr6:111313352|111315381",0,5,0,0,0,3,0,0,0,0,5
"chr6:111329532|111331784",0,0,0,0,0,7,0,0,0,0,0
"chr6:111335469|111359014",9,0,3,8,0,5,0,0,0,0,0
"chr6:111343925|111368028",0,0,0,0,0,7,0,17,0,0,13
"chr6:111363853|111368028",13,0,0,0,0,7,0,0,0,9,9
