"","Sample_3TR","Sample_9TR","Sample_21TR","Sample_24TR","Sample_31TR","Sample_32TR","Sample_38TR","Sample_41TR","Sample_43TR","Sample_49TR","Sample_50TR"
"chr1:805799|810170",9,0,0,2,3,6,0,0,0,3,0
"chr3:172112452|172247776",0,0,3,0,0,0,0,0,0,0,0
"chr3:172760161|172783909",0,0,2,0,0,0,0,0,0,0,0
"chr3:177629417|177654569",0,0,2,0,0,0,0,0,0,0,0
"chr3:179592644|179601790",0,0,2,0,3,2,0,2,6,4,0
"chr3:183070999|183071357",0,0,4,0,4,0,0,2,3,0,2
"chr3:183650296|183665039",0,0,3,0,0,0,0,0,0,0,0
"chr3:188325781|188326285",0,0,2,0,0,0,0,0,0,0,0
"chr3:188524665|188708393",0,0,3,0,0,0,0,0,0,0,0
"chr3:188609161|188708393",0,0,2,0,0,0,0,0,0,2,6
"chr3:188708267|188760282",0,0,6,0,0,0,4,0,0,0,3
"chr3:189983046|189995442",0,0,2,0,0,0,0,0,0,0,0
"chr3:195306511|195333123",0,0,2,0,0,0,0,0,0,0,0
"chr3:195381009|195392147",0,0,2,0,0,0,0,0,0,0,0
"chr3:196371896|196403019",0,0,3,2,2,0,0,0,0,0,2
"chr3:196483770|196488683",0,0,2,0,0,0,0,0,0,0,0
"chr4:1900626|1904378",0,0,3,0,0,0,3,0,0,0,3
"chr4:2490337|2497121",0,0,2,4,3,0,3,2,0,0,0
"chr4:2490337|2500738",0,0,2,0,0,0,0,0,0,0,0
"chr4:6923373|6924111",0,0,4,0,2,0,0,0,0,0,0
"chr4:20467752|20491899",0,0,3,0,0,0,0,0,2,0,0
"chr4:20649715|20650223",0,0,3,0,0,0,0,0,0,0,0
"chr4:22341020|22392690",0,0,2,0,0,0,0,0,0,0,0
"chr4:26716213|26720125",0,0,2,0,2,0,0,0,0,0,0
"chr4:38035588|38054338",0,0,3,0,0,3,0,0,0,0,2
"chr4:38035588|38103157",0,0,2,0,0,0,0,0,0,0,0
"chr4:38044362|38103157",0,0,3,0,0,3,0,0,2,0,0
"chr4:38054199|38115954",0,0,2,0,0,0,0,0,3,0,0
"chr4:39733359|39745810",0,0,2,0,2,0,0,0,0,0,2
"chr4:40073455|40080479",0,0,2,0,0,0,0,0,0,0,0
"chr4:40934456|40945073",0,0,2,0,0,0,0,0,0,2,0
"chr4:42022838|42049479",0,0,2,0,0,0,0,0,0,0,0
"chr4:47744402|47807047",0,0,2,0,0,0,0,2,0,2,0
"chr4:54267289|54270748",0,0,3,0,0,0,0,0,0,0,0
"chr4:56011412|56011985",0,0,4,0,0,0,0,0,0,0,0
"chr4:67720422|67730170",0,0,2,0,0,0,0,0,0,0,0
"chr4:70942823|70970024",0,0,2,0,0,0,0,0,0,0,0
"chr4:73078642|73092300",0,0,2,2,4,0,0,0,2,0,3
"chr4:76996425|77030970",0,0,3,0,4,6,3,3,3,5,2
"chr4:77742141|77776392",0,0,3,0,0,0,0,0,0,0,0
"chr4:80008521|80036032",0,0,2,0,0,0,0,0,0,0,0
"chr4:82874611|82875822",0,0,3,4,0,0,0,0,3,0,0
"chr4:84739010|84740416",0,0,2,0,0,0,0,0,3,0,0
"chr4:85972036|85977691",0,0,2,0,0,2,0,0,0,0,0
"chr4:87479430|87482560",0,0,2,0,0,0,0,0,0,0,0
"chr4:88019458|88043457",0,0,2,0,0,0,0,0,0,0,0
"chr4:88043233|88043457",0,0,2,0,0,0,0,2,0,0,2
"chr4:94523724|94586444",0,0,3,2,4,3,3,0,3,0,5
"chr4:94523724|94640450",0,0,3,0,2,0,0,0,0,0,0
"chr4:94618004|94640450",0,0,2,2,3,3,0,0,0,0,4
"chr4:102726589|102730736",0,0,2,0,0,0,0,0,0,0,0
"chr4:106095482|106194754",0,0,2,0,0,0,0,0,0,0,2
"chr4:108009759|108027760",0,0,2,0,0,0,0,0,0,0,0
"chr4:119150872|119164394",0,0,3,0,0,2,0,0,0,0,0
"chr4:121804622|121810099",0,0,3,0,0,2,0,0,0,0,0
"chr4:139116649|139139497",0,0,3,4,2,6,0,0,0,3,3
"chr4:142305458|142405324",0,0,2,0,0,0,0,0,0,0,0
"chr4:147939825|147966839",0,0,2,4,2,0,2,0,5,3,0
"chr4:152411303|152469988",0,0,2,2,0,0,0,0,0,3,0
"chr4:153270335|153276130",0,0,2,2,0,0,0,0,2,0,0
"chr4:154297851|154315987",0,0,2,0,0,0,0,0,0,0,0
"chr4:158237525|158244349",0,0,2,0,0,0,0,0,0,0,0
"chr4:168889580|168916027",0,0,2,0,0,0,0,0,0,0,0
"chr4:169507037|169537911",0,0,2,0,0,2,0,2,0,0,2
"chr4:169537809|169602678",0,0,4,2,0,0,0,0,0,3,0
"chr4:182891403|182915575",0,0,2,0,0,0,0,0,0,2,0
"chr4:185175786|185176051",0,0,2,2,0,0,0,0,0,0,0
"chr4:187305552|187307269",0,0,2,0,0,0,0,0,0,0,0
"chr5:6616727|6625669",0,0,2,0,0,0,0,0,0,0,0
"chr5:14678681|14693094",0,0,2,0,0,0,0,0,0,0,0
"chr5:32379115|32420103",0,0,2,0,0,0,0,0,0,0,0
"chr5:37153740|37165671",0,0,3,3,0,0,0,0,4,0,2
"chr5:38967161|38978650",0,0,2,0,0,0,0,0,0,0,0
"chr5:40728345|40747019",0,0,2,0,0,0,0,0,0,0,0
"chr5:57246300|57247215",0,0,4,0,0,0,0,0,0,0,0
"chr5:57246300|57249576",0,0,2,2,0,0,0,0,3,0,0
"chr5:59180595|59215968",0,0,7,4,5,3,2,0,5,6,10
"chr5:61472681|61494410",0,0,4,7,2,3,5,2,4,5,3
"chr5:73051349|73077493",0,0,2,0,2,0,0,0,0,0,0
"chr5:77046347|77048987",0,0,2,0,0,3,0,0,0,0,2
"chr5:77311994|77353406",0,0,2,2,0,0,0,0,0,0,0
"chr5:77325539|77353406",0,0,2,2,0,0,0,0,0,0,0
"chr5:79396823|79402055",0,0,3,0,0,2,2,0,0,0,2
"chr5:87331348|87341321",0,0,2,0,0,0,0,0,0,0,0
"chr5:94868333|94924021",0,0,3,0,0,0,0,0,0,0,0
"chr5:95906523|95919545",0,0,2,0,0,0,4,0,0,0,0
"chr5:112775629|112801383",0,0,2,0,0,3,0,0,0,0,0
"chr5:112891603|112893038",0,0,2,0,0,0,2,0,2,0,0
"chr5:119097979|119110283",0,0,2,0,0,0,0,0,0,0,0
"chr5:119110151|119121139",0,0,2,0,0,0,0,0,0,0,0
"chr5:122431969|122451601",0,0,2,0,0,0,0,0,0,0,0
"chr5:126603570|126604183",0,0,3,0,0,2,0,0,2,2,0
"chr5:127956804|127966928",0,0,3,3,0,0,0,0,0,0,0
"chr5:134157707|134174022",0,0,3,0,0,0,0,0,0,0,0
"chr5:135369406|135370142",0,0,3,0,2,3,2,0,3,2,2
"chr5:138517561|138518867",0,0,2,0,0,0,0,0,0,0,0
"chr5:140440119|140445975",0,0,4,0,0,4,0,0,0,0,0
"chr5:146260745|146271058",0,0,3,0,0,0,0,0,0,0,0
"chr5:150730631|150742157",0,0,2,0,0,0,0,0,0,0,0
"chr5:150942218|150943872",0,0,2,0,0,0,0,0,0,0,0
"chr5:151664087|151669784",0,0,3,2,2,0,3,0,2,2,0
"chr5:157518823|157537991",0,0,2,3,3,0,0,0,2,0,0
"chr5:160035140|160051183",0,0,2,0,0,0,0,0,0,2,5
"chr5:170892387|170924550",0,0,3,4,0,0,2,0,0,0,2
"chr5:170909661|170924550",0,0,2,0,0,0,0,0,0,0,0
"chr5:172382036|172406352",0,0,3,0,0,0,0,0,0,0,0
"chr5:176352622|176355749",0,0,3,2,0,2,0,0,0,0,0
"chr5:176943335|176951577",0,0,3,0,0,0,0,2,0,0,0
"chr5:179707132|179710065",0,0,3,0,7,0,0,0,0,0,0
"chr5:179709873|179720560",0,0,2,2,0,0,0,0,3,2,2
"chr5:179833032|179833782",0,0,2,0,0,0,0,0,0,0,0
"chr5:181241492|181242345",0,0,2,2,0,2,0,3,0,0,0
"chr6:7602623|7606195",0,0,2,2,0,0,0,0,0,0,0
"chr6:15615267|15637804",0,0,2,0,0,0,0,0,0,0,0
"chr6:17507169|17513954",0,0,3,2,2,0,0,0,2,0,0
"chr6:17665239|17669546",0,0,2,0,4,2,2,0,3,0,0
"chr6:17668975|17669546",0,0,3,2,0,0,0,0,0,0,0
"chr6:18159883|18161454",0,0,2,0,0,0,0,0,0,0,0
"chr6:18159883|18166378",0,0,2,3,0,3,4,0,0,3,0
"chr6:18212488|18213781",0,0,3,0,0,0,0,0,3,2,0
"chr6:20771807|20781265",0,0,2,0,0,0,0,0,0,0,0
"chr6:22056546|22063240",0,0,2,0,0,0,0,0,0,0,0
"chr6:28232562|28234131",0,0,2,0,0,0,0,0,0,0,0
"chr6:28271854|28272787",0,0,2,0,0,0,0,0,0,0,0
"chr6:31148405|31148728",0,0,2,0,0,0,0,0,2,0,0
"chr6:35619096|35620274",0,0,2,0,0,0,3,0,0,0,0
"chr6:36213880|36218010",0,0,3,0,0,0,2,0,0,2,2
"chr6:36524341|36525642",0,0,2,0,0,0,0,0,0,0,0
"chr6:42615071|42632904",0,0,2,0,3,0,0,0,0,0,3
"chr6:42637011|42642481",0,0,3,0,0,0,0,0,0,0,0
"chr6:42676056|42679832",0,0,3,2,0,0,0,0,0,0,0
"chr6:42822796|42852197",0,0,2,0,0,0,0,0,0,0,0
"chr6:56497379|56517620",0,0,2,0,0,0,0,0,0,0,0
"chr6:56670641|56701965",0,0,2,0,0,0,0,0,0,0,0
"chr6:57190393|57210445",0,0,5,3,6,0,0,0,0,4,0
"chr6:75702645|75709630",0,0,3,0,0,0,0,0,2,0,0
"chr6:83398367|83407901",0,0,2,2,4,0,0,0,0,2,0
"chr6:89342324|89343756",0,0,3,2,0,0,2,0,2,0,0
"chr6:89854817|89857199",0,0,2,0,0,0,0,0,0,0,0
"chr6:104833042|104852371",0,0,3,0,0,0,0,0,0,3,0
"chr6:107912716|107924932",0,0,2,0,0,0,0,0,0,0,0
"chr6:110667434|110746201",0,0,2,3,0,0,0,0,0,0,0
"chr6:111349218|111359014",0,0,2,0,0,0,0,0,0,0,0
"chr6:111387765|111405630",0,0,3,0,0,0,0,0,0,2,0
"chr6:116698704|116705160",0,0,3,0,4,4,0,2,0,3,4
"chr6:121279121|121310847",0,0,2,0,0,0,0,0,0,0,0
"chr6:134028381|134029721",0,0,2,0,0,0,0,0,0,0,3
"chr6:135358132|135394896",0,0,2,0,0,0,0,0,0,0,0
"chr6:144458770|144577288",0,0,2,0,0,0,0,0,0,0,0
"chr6:144537582|144542870",0,0,3,3,4,2,0,0,3,0,2
"chr6:144537582|144551082",0,0,2,0,0,0,0,0,0,0,0
"chr6:144537582|144557311",0,0,2,0,2,0,0,0,0,0,0
"chr6:148468545|148487715",0,0,2,2,0,0,0,0,5,0,3
"chr6:150955995|151037117",0,0,2,0,0,0,0,0,0,0,0
"chr6:152308489|152321886",0,0,4,0,0,0,0,0,0,2,0
"chr6:156829227|156835950",0,0,2,0,0,0,0,0,0,0,0
"chr6:156829227|156901525",0,0,4,2,2,0,2,0,2,0,3
"chr6:158501678|158504178",0,0,4,4,5,2,0,0,6,8,0
"chr6:159682474|159688242",0,0,3,5,10,7,0,2,2,0,3
"chr6:165379194|165388453",0,0,2,0,0,0,0,0,0,0,0
"chr6:166430453|166432490",0,0,2,0,0,0,0,0,0,0,0
"chr6:167022409|167033971",0,0,2,0,0,2,0,0,0,0,0
"chr6:168509915|168549203",0,0,3,2,0,2,3,0,4,0,0
"chr7:677229|711527",0,0,5,5,4,2,2,0,2,2,0
"chr7:5624056|5652510",0,0,2,2,0,2,0,0,0,0,0
"chr7:6111125|6115523",0,0,3,3,5,0,4,0,3,3,4
"chr7:6432837|6435020",0,0,2,0,0,0,0,0,0,0,0
"chr7:8003908|8071131",0,0,2,0,2,0,0,0,0,0,0
"chr7:8218305|8236005",0,0,3,0,4,2,0,0,0,0,0
"chr7:10982372|11022979",0,0,2,0,0,0,0,0,0,0,0
"chr7:18762157|18874596",0,0,3,0,0,0,0,0,0,2,0
"chr7:20367012|20380831",0,0,2,0,0,0,0,0,2,0,0
"chr7:23185070|23185298",0,0,5,0,0,0,0,0,0,0,0
"chr7:28488175|28507737",0,0,2,0,3,2,0,0,2,0,0
"chr7:29354625|29400828",0,0,3,0,0,0,0,0,0,0,0
"chr7:32974617|33005466",0,0,2,2,0,0,0,0,0,0,0
"chr7:38207447|38219660",0,0,2,0,4,0,0,0,0,2,0
"chr7:42040038|42048696",0,0,2,0,0,3,0,0,0,4,0
"chr7:42148226|42148468",0,0,2,0,0,0,0,0,2,0,0
"chr7:47473219|47529147",0,0,2,0,0,0,0,0,0,0,0
"chr7:50669722|50705323",0,0,2,0,0,2,0,0,0,0,0
"chr7:50669722|50710990",0,0,2,0,0,0,0,0,0,0,0
"chr7:50703821|50705323",0,0,2,0,3,0,0,0,0,4,0
"chr7:64521064|64544432",0,0,2,0,2,0,0,0,0,0,0
"chr7:66573385|66576932",0,0,4,2,0,5,0,0,0,2,0
"chr7:66771883|66810847",0,0,2,0,0,0,0,0,0,0,0
"chr7:66797374|66805396",0,0,2,0,0,2,0,0,0,5,0
"chr7:66993217|66994341",0,0,4,2,6,10,5,3,2,2,0
"chr7:71415889|71421105",0,0,2,3,3,0,0,0,3,2,3
"chr7:72807066|72807356",0,0,2,0,0,0,0,0,0,0,0
"chr7:74096622|74097189",0,0,2,2,3,2,0,0,0,0,2
"chr7:74356410|74357477",0,0,2,0,9,0,0,3,0,0,0
"chr7:74674095|74674345",0,0,2,2,0,0,0,0,0,0,0
"chr7:77083887|77098951",0,0,6,0,2,3,0,5,2,9,0
"chr7:77262121|77287577",0,0,2,0,0,0,0,0,0,0,0
"chr7:77571078|77592256",0,0,2,0,3,0,3,0,0,0,0
"chr7:80789306|80828745",0,0,3,2,0,0,0,0,0,0,2
"chr7:80810611|80828745",0,0,2,2,3,0,2,0,0,2,0
"chr7:90726567|90790652",0,0,6,2,3,2,2,3,2,0,2
"chr7:94618758|94629841",0,0,2,0,0,0,0,0,0,3,0
"chr7:104161072|104168525",0,0,2,0,0,2,2,0,0,0,0
"chr7:105062164|105081797",0,0,2,3,2,0,2,2,0,2,0
"chr7:105639487|105643121",0,0,2,0,0,0,0,0,0,0,0
"chr7:116110708|116112038",0,0,2,0,3,0,0,0,4,0,2
"chr7:122345574|122388738",0,0,6,0,0,0,0,0,0,0,0
"chr7:128642217|128648982",0,0,3,0,4,4,5,4,0,3,2
"chr7:129205203|129206587",0,0,2,4,2,0,0,0,0,0,0
"chr7:130026158|130039547",0,0,2,0,0,0,0,0,0,0,0
"chr7:130039464|130041473",0,0,3,0,0,0,0,3,0,0,0
"chr7:130116445|130127451",0,0,2,0,0,0,0,0,0,0,0
"chr7:130967389|131052555",0,0,3,0,0,0,0,0,0,0,0
"chr7:134933907|134935765",0,0,7,0,0,0,0,0,0,0,0
"chr7:134933973|134935765",0,0,10,0,0,0,4,0,2,0,4
"chr7:134947733|134950500",0,0,4,0,0,0,0,0,0,0,0
"chr7:137654732|137678652",0,0,2,0,0,0,0,0,0,0,0
"chr7:137912991|137916012",0,0,2,3,5,2,0,2,0,0,0
"chr7:139279318|139284574",0,0,4,0,0,2,0,0,0,0,0
"chr7:139398599|139417729",0,0,3,2,0,0,0,2,0,0,3
"chr7:140119113|140120529",0,0,2,0,0,0,0,0,0,0,0
"chr7:149153945|149154340",0,0,2,0,0,0,0,0,0,0,0
"chr7:151117095|151118632",0,0,4,0,2,0,0,0,6,0,0
"chr7:152138796|152149152",0,0,4,0,0,3,0,0,0,4,0
"chr7:152194009|152199459",0,0,2,0,0,0,0,0,3,0,0
"chr7:153858421|153865052",0,0,3,0,0,2,0,0,0,3,0
"chr7:158759486|158799072",0,0,4,0,2,0,0,0,0,0,0
"chr7:158879684|158918869",0,0,2,2,0,4,2,0,0,2,0
"chr8:528895|531576",0,0,2,0,0,0,0,0,18,3,0
"chr8:23434317|23439915",0,0,2,0,0,0,0,0,0,0,0
"chr8:26581969|26583983",0,0,2,0,0,0,0,2,0,0,0
"chr8:28447171|28452476",0,0,2,0,0,0,0,0,0,0,0
"chr8:28970043|28970519",0,0,2,0,0,0,0,0,0,2,0
"chr8:30175085|30180630",0,0,4,0,3,0,0,0,0,0,0
"chr8:30786211|30799755",0,0,2,0,3,0,0,0,0,0,0
"chr8:37835174|37837939",0,0,3,0,0,0,0,0,0,0,0
"chr8:38114192|38121149",0,0,3,0,2,0,0,0,3,0,3
"chr8:39090047|39091346",0,0,3,0,3,3,0,3,0,3,0
"chr8:39136657|39211324",0,0,2,0,0,0,2,0,3,0,0
"chr8:42459896|42472654",0,0,4,0,0,2,0,0,2,0,0
"chr8:42861745|42887871",0,0,3,0,3,0,0,0,0,2,0
"chr8:42925557|42943445",0,0,2,7,4,0,2,2,0,0,5
"chr8:42950388|42997637",0,0,2,0,0,0,0,0,0,0,0
"chr8:42957094|42982696",0,0,2,0,0,0,0,0,2,0,0
"chr8:47284028|47294030",0,0,2,5,5,0,2,0,0,3,0
"chr8:58031606|58075623",0,0,2,0,0,0,2,0,0,0,0
"chr8:61548071|61567318",0,0,2,0,4,0,0,2,0,0,0
"chr8:61633683|61653660",0,0,2,0,0,0,7,0,0,0,2
"chr8:66793616|66798625",0,0,2,0,0,0,0,0,0,0,0
"chr8:68022036|68060779",0,0,2,0,0,0,0,0,0,0,0
"chr8:99274198|99275254",0,0,2,0,2,0,0,0,0,0,2
"chr8:100274953|100288267",0,0,2,0,0,2,0,0,0,0,0
"chr8:100287501|100288267",0,0,5,4,2,4,0,2,0,2,0
"chr8:108449823|108455930",0,0,2,0,3,0,2,3,3,5,4
"chr8:120001525|120003111",0,0,2,0,0,0,0,0,0,0,0
"chr8:120006805|120009133",0,0,2,0,0,0,0,0,0,0,0
"chr8:124585087|124591235",0,0,2,0,0,0,0,0,0,0,0
"chr8:140789474|140819020",0,0,4,2,0,3,0,0,2,2,5
"chr8:140818277|140879637",0,0,2,0,3,0,0,0,0,0,0
"chr8:140818277|140921132",0,0,2,0,0,0,0,0,0,0,0
"chr8:140830472|140879637",0,0,4,4,0,0,0,0,0,0,0
"chr8:142328903|142331831",0,0,2,0,0,0,0,0,0,0,0
"chr9:4117768|4125941",0,0,2,0,2,0,0,0,0,2,0
"chr9:6420912|6434173",0,0,3,0,0,0,4,8,3,0,0
"chr9:6849507|6893232",0,0,4,2,0,0,0,2,0,0,0
"chr9:14639896|14662326",0,0,3,0,0,0,0,0,0,0,0
"chr9:16435038|16437524",0,0,2,0,0,0,0,0,0,0,0
"chr9:20715322|20720534",0,0,2,0,0,0,0,0,0,0,0
"chr9:20715322|20789608",0,0,2,2,0,0,3,2,2,2,3
"chr9:20881871|20916937",0,0,2,0,0,3,0,0,0,0,0
"chr9:27009020|27018687",0,0,2,0,0,0,0,0,0,2,0
"chr9:27947966|27950706",0,0,2,0,0,0,0,0,0,0,0
"chr9:33036574|33037115",0,0,2,0,0,0,0,0,2,0,0
"chr9:33311106|33319127",0,0,2,0,0,2,0,0,0,0,0
"chr9:33318731|33319127",0,0,2,0,0,0,0,0,0,0,0
"chr9:33960826|34017189",0,0,3,0,0,0,3,0,0,0,2
"chr9:37763629|37770739",0,0,2,3,0,0,0,0,0,0,0
"chr9:71660185|71665076",0,0,2,0,0,0,0,0,0,0,0
"chr9:75932379|76027037",0,0,2,0,0,0,0,0,2,0,0
"chr9:76023738|76027037",0,0,3,0,0,0,0,0,4,2,0
"chr9:77381976|77407607",0,0,6,0,0,0,0,4,0,7,0
"chr9:85585463|85633374",0,0,5,0,2,0,0,0,0,0,0
"chr9:85669485|85712566",0,0,5,5,6,2,0,0,0,0,0
"chr9:94955177|94967801",0,0,2,0,0,0,0,0,0,0,0
"chr9:96458379|96471094",0,0,2,0,0,0,0,3,4,0,0
"chr9:104883039|104889195",0,0,3,0,0,0,0,0,0,2,0
"chr9:110941421|110973558",0,0,2,0,3,0,0,4,5,0,2
"chr9:112574057|112575251",0,0,3,2,0,0,0,0,0,0,0
"chr9:116187154|116235637",0,0,2,2,2,0,0,0,0,0,0
"chr9:121171159|121171548",0,0,2,0,3,0,0,0,0,0,0
"chr9:123065348|123076762",0,0,2,0,0,2,0,0,0,2,0
"chr9:123070350|123076762",0,0,2,0,0,3,2,0,0,0,0
"chr9:124321459|124327445",0,0,2,0,0,0,0,0,0,0,0
"chr9:124908377|124923223",0,0,2,0,0,0,0,0,0,0,0
"chr9:125295458|125299106",0,0,2,0,0,0,0,0,0,0,0
"chr9:125467972|125543168",0,0,3,0,0,0,0,0,0,0,0
"chr9:129923844|129929695",0,0,4,0,3,3,0,0,6,2,0
"chr9:129978465|129994958",0,0,3,0,3,0,0,0,0,0,0
"chr9:132271710|132281574",0,0,2,0,0,0,0,0,0,0,0
"chr9:132326324|132349435",0,0,2,0,0,2,0,0,0,0,0
"chr9:137775109|137782397",0,0,2,0,0,0,0,0,0,0,0
"chrX:22212904|22245409",0,0,2,0,0,2,0,0,0,3,0
"chrX:23730527|23733217",0,0,3,4,0,0,0,0,0,0,0
"chrX:31444481|31507453",0,0,2,0,0,0,0,0,0,0,0
"chrX:32310082|32448638",0,0,2,0,0,0,0,0,0,0,0
"chrX:32438241|32491518",0,0,2,6,5,0,3,0,3,2,3
"chrX:32545159|32565881",0,0,3,0,0,0,0,0,0,0,0
"chrX:32565702|32573846",0,0,4,0,0,0,0,0,0,2,0
"chrX:32614303|32699293",0,0,4,0,0,0,0,0,0,0,0
"chrX:32809493|32823387",0,0,2,0,3,2,0,0,0,0,0
"chrX:53405245|53405391",0,0,2,0,0,0,0,0,0,0,0
"chrX:68046994|68053810",0,0,3,3,2,4,0,3,0,3,0
"chrX:68081701|68194498",0,0,2,0,0,0,0,0,0,0,2
"chrX:71367499|71408151",0,0,3,0,0,0,0,0,0,0,0
"chrX:71368054|71408151",0,0,3,0,0,0,4,0,0,0,0
"chrX:77988242|78003236",0,0,2,0,0,0,3,0,0,0,0
"chrX:101041317|101042312",0,0,2,0,2,0,0,0,0,3,0
"chrX:107088436|107088839",0,0,4,4,0,0,2,2,3,0,0
"chrX:150592605|150619139",0,0,2,0,3,0,0,0,0,0,0
"chrX:154349493|154349743",0,0,3,0,0,0,0,0,3,0,3
"chrX:154365174|154365367",0,0,2,0,0,0,0,0,0,0,0
"chr1:1668327|1739704",0,0,0,2,0,0,0,0,0,0,0
"chr1:1675463|1676846",0,0,0,2,0,0,0,0,0,0,0
"chr1:11989165|11992690",0,0,0,2,0,0,0,0,0,0,0
"chr1:12322536|12329918",0,0,0,2,0,0,0,0,0,0,0
"chr1:16294783|16316571",0,0,0,2,0,0,0,0,0,0,0
"chr1:19193433|19197265",0,0,0,2,0,0,3,0,2,2,0
"chr1:20765377|20773610",0,0,0,2,0,0,0,0,0,0,0
"chr1:20950003|20981227",0,0,0,2,0,0,0,0,0,0,3
"chr1:20950003|21002808",0,0,0,2,0,0,0,0,0,0,0
"chr1:21889981|21890694",0,0,0,2,0,0,0,0,0,0,0
"chr1:23816675|23820593",0,0,0,3,2,0,0,0,0,0,0
"chr1:27668226|27669346",0,0,0,2,0,0,0,0,0,0,0
"chr1:29035826|29053312",0,0,0,2,0,0,0,0,0,0,0
"chr1:31911696|31919658",0,0,0,3,0,0,0,0,0,0,0
"chr1:33276100|33281811",0,0,0,2,0,0,0,0,0,0,0
"chr1:35831427|35835993",0,0,0,2,0,0,0,0,0,0,0
"chr1:36407380|36410593",0,0,0,2,0,0,0,0,0,2,0
"chr1:39385434|39388658",0,0,0,2,0,0,0,0,0,0,0
"chr1:39841135|39857417",0,0,0,3,0,4,0,0,2,0,0
"chr1:40406736|40409835",0,0,0,2,3,0,0,0,0,0,0
"chr1:44284835|44319744",0,0,0,4,2,0,3,0,0,2,2
"chr1:44411981|44412722",0,0,0,2,0,0,0,0,0,0,0
"chr1:45087881|45088237",0,0,0,3,3,0,0,0,0,0,0
"chr1:51400918|51408332",0,0,0,2,0,0,0,0,0,0,0
"chr1:51402435|51448135",0,0,0,3,0,0,0,0,0,0,0
"chr1:51440347|51465326",0,0,0,3,0,0,0,0,0,0,0
"chr1:56511976|56537112",0,0,0,2,0,0,0,0,0,0,0
"chr1:64137369|64159192",0,0,0,3,0,0,0,0,0,0,0
"chr1:65364635|65366196",0,0,0,9,0,0,4,3,9,5,3
"chr1:77044204|77068843",0,0,0,2,0,0,0,0,0,0,0
"chr1:77711747|77714783",0,0,0,4,0,0,0,0,0,0,0
"chr1:78013051|78013619",0,0,0,2,0,0,0,0,0,0,0
"chr1:84179177|84235364",0,0,0,2,0,5,0,0,0,0,0
"chr1:93305388|93325895",0,0,0,2,0,0,0,0,0,0,0
"chr1:93876268|93877862",0,0,0,4,0,0,4,0,0,0,0
"chr1:95138275|95173889",0,0,0,2,0,0,0,0,0,0,0
"chr1:112581992|112598086",0,0,0,3,2,0,0,0,0,0,0
"chr1:112591525|112616895",0,0,0,3,0,0,0,0,0,0,0
"chr1:113112479|113119523",0,0,0,3,0,0,0,0,0,0,0
"chr1:114733732|114738072",0,0,0,2,0,0,0,0,0,0,2
"chr1:145839890|145841071",0,0,0,4,3,4,0,0,0,0,3
"chr1:150440923|150446401",0,0,0,2,0,0,0,0,0,0,0
"chr1:150817920|150826617",0,0,0,2,0,0,0,0,0,0,0
"chr1:151231671|151232703",0,0,0,2,0,0,0,0,4,0,0
"chr1:151427823|151430841",0,0,0,2,0,2,2,0,3,2,0
"chr1:151638888|151693483",0,0,0,3,0,0,0,0,0,0,0
"chr1:154251041|154257465",0,0,0,2,0,0,0,0,0,0,0
"chr1:155370504|155370983",0,0,0,3,0,0,0,2,0,0,0
"chr1:155378281|155415923",0,0,0,2,0,0,0,0,0,0,0
"chr1:155721517|155726019",0,0,0,4,6,0,2,5,2,3,4
"chr1:155767425|155773210",0,0,0,2,0,0,4,0,0,0,0
"chr1:155921375|155921918",0,0,0,2,3,0,2,0,0,4,0
"chr1:156320839|156334918",0,0,0,2,3,0,0,2,3,0,2
"chr1:167546101|167548121",0,0,0,3,0,0,0,0,0,0,0
"chr1:168038371|168045227",0,0,0,3,0,0,0,0,0,0,0
"chr1:168231514|168239160",0,0,0,2,0,0,0,0,2,0,0
"chr1:168231514|168243069",0,0,0,2,0,0,0,0,0,0,0
"chr1:171522177|171523522",0,0,0,2,0,0,0,0,2,2,0
"chr1:171535428|171561103",0,0,0,2,0,0,0,0,0,0,0
"chr1:176027572|176046324",0,0,0,2,2,2,2,0,2,0,0
"chr1:178456721|178467421",0,0,0,2,0,0,0,0,0,0,0
"chr1:179900126|179908673",0,0,0,2,3,0,0,0,0,3,0
"chr1:179986169|179997175",0,0,0,2,0,4,0,0,4,0,0
"chr1:180984677|181005463",0,0,0,5,0,0,0,2,2,3,0
"chr1:186318447|186318828",0,0,0,2,0,0,0,0,0,0,0
"chr1:193069034|193077050",0,0,0,2,0,0,0,0,2,0,0
"chr1:193069034|193084657",0,0,0,2,0,0,0,0,0,0,0
"chr1:197175010|197191899",0,0,0,2,0,0,0,0,0,0,0
"chr1:202558877|202569197",0,0,0,3,0,0,0,0,0,2,2
"chr1:220006106|220007338",0,0,0,4,2,0,0,0,0,3,2
"chr1:225507951|225567414",0,0,0,2,0,0,0,0,0,0,0
"chr1:227160543|227254155",0,0,0,2,0,0,0,0,0,0,0
"chr1:229286486|229313760",0,0,0,2,0,2,0,0,0,0,0
"chr1:233177802|233208689",0,0,0,2,2,3,0,3,0,4,0
"chr1:235335242|235342883",0,0,0,2,0,0,0,0,2,0,0
"chr1:235419473|235434280",0,0,0,3,0,0,0,0,2,0,0
"chr1:236850344|236853088",0,0,0,2,0,0,0,0,0,0,0
"chr1:243378721|243426558",0,0,0,2,0,0,0,0,0,0,0
